公司代號,公司名稱,統一編號,_統一編號
1730,花仙子企業股份有限公司,"	07708830","_	07708830"
1731,美吾華股份有限公司,"	14089976","_	14089976"
1732,毛寶股份有限公司,"	34245356","_	34245356"
1733,五鼎生物技術股份有限公司,"	16130182","_	16130182"
1734,杏輝藥品工業股份有限公司,"	42042734","_	42042734"
1735,日勝化工股份有限公司,"	23263551","_	23263551"
1736,喬山健康科技股份有限公司,"	52347361","_	52347361"
1737,臺鹽實業股份有限公司,"	89397503","_	89397503"
1739,欣雲天然氣股份有限公司,"	22820164","_	22820164"
1740,欣桃天然氣股份有限公司,"	43147546","_	43147546"
1742,台灣蠟品股份有限公司,"	22625269","_	22625269"
1743,大台南區天然氣股份有限公司,"	22660547","_	22660547"
1745,欣嘉石油氣股份有限公司,"	22658633","_	22658633"
1752,南光化學製藥股份有限公司,"	69275313","_	69275313"
1760,寶齡富錦生技股份有限公司,"	04742997","_	04742997"
1762,中化合成生技股份有限公司,"	03088704","_	03088704"
1763,奇美實業股份有限公司,"	68387705","_	68387705"
1764,長春石油化學股份有限公司,"	11384806","_	11384806"
1765,長春人造樹脂廠股份有限公司,"	11384708","_	11384708"
1766,大連化學工業股份有限公司,"	12233428","_	12233428"
1767,陽明山瓦斯股份有限公司,"	29705246","_	29705246"
1769,欣中天然氣股份有限公司,"	51326774","_	51326774"
1770,信東生技股份有限公司,"	43211700","_	43211700"
1773,勝一化工股份有限公司,"	75970680","_	75970680"
1775,大東樹脂化學股份有限公司,"	51008069","_	51008069"
1776,展宇科技材料股份有限公司,"	47061800","_	47061800"
1777,生泰合成工業股份有限公司,"	72197621","_	72197621"
1780,立弘生化科技股份有限公司,"	12971536","_	12971536"
1781,合世生醫科技股份有限公司,"	97304042","_	97304042"
1783,和康生物科技股份有限公司,"	16749811","_	16749811"
1784,訊聯生物科技股份有限公司,"	70836411","_	70836411"
1785,光洋應用材料科技股份有限公司,"	43787872","_	43787872"
1786,科妍生物科技股份有限公司,"	13159100","_	13159100"
1787,福盈科技化學股份有限公司,"	12207266","_	12207266"
1788,杏昌生技股份有限公司,"	23161816","_	23161816"
1789,台灣神隆股份有限公司,"	16130161","_	16130161"
1795,美時化學製藥股份有限公司,"	11456110","_	11456110"
1796,金穎生物科技股份有限公司,"	16962158","_	16962158"
1799,易威生醫科技股份有限公司,"	16570131","_	16570131"
1802,台灣玻璃工業股份有限公司,"	11914002","_	11914002"
1805,寶徠建設股份有限公司,"	12179563","_	12179563"
1806,冠軍建材股份有限公司,"	49701774","_	49701774"
1808,潤隆建設股份有限公司,"	34149369","_	34149369"
1809,中國製釉股份有限公司,"	47056834","_	47056834"
1810,和成欣業股份有限公司,"	03228304","_	03228304"
1813,寶利徠光學科技股份有限公司,"	84449952","_	84449952"
1814,東聯光訊玻璃股份有限公司,"	23902451","_	23902451"
1815,富喬工業股份有限公司,"	16834268","_	16834268"
1817,凱撒衛浴股份有限公司,"	22746550","_	22746550"
1819,豐鼎光波奈米科技股份有限公司,"	89321602","_	89321602"
1902,台灣紙業股份有限公司,"	11912102","_	11912102"
1903,士林紙業股份有限公司,"	11038101","_	11038101"
1904,正隆股份有限公司,"	33085508","_	33085508"
1905,中華紙漿股份有限公司,"	94025264","_	94025264"
1906,寶隆國際股份有限公司,"	12030606","_	12030606"
1907,永豐餘投資控股股份有限公司,"	85066002","_	85066002"
1909,榮成紙業股份有限公司,"	34202841","_	34202841"
2002,中國鋼鐵股份有限公司,"	30414175","_	30414175"
2006,東和鋼鐵企業股份有限公司,"	75280209","_	75280209"
2007,燁興企業股份有限公司,"	75992214","_	75992214"
2008,高興昌鋼鐵股份有限公司,"	75466009","_	75466009"
2009,第一伸銅科技股份有限公司,"	82001528","_	82001528"
2010,春源鋼鐵工業股份有限公司,"	11529802","_	11529802"
2012,春雨工廠股份有限公司,"	88187108","_	88187108"
2013,中國鋼鐵結構股份有限公司,"	85800192","_	85800192"
2014,中鴻鋼鐵股份有限公司,"	07838854","_	07838854"
2015,豐興鋼鐵股份有限公司,"	55389357","_	55389357"
2017,官田鋼鐵股份有限公司,"	72065240","_	72065240"
2020,美亞鋼管廠股份有限公司,"	44680700","_	44680700"
2022,聚亨企業股份有限公司,"	79841479","_	79841479"
2023,燁輝企業股份有限公司,"	75947936","_	75947936"
2024,志聯工業股份有限公司,"	43633504","_	43633504"
2025,千興不銹鋼股份有限公司,"	70005915","_	70005915"
2027,大成不銹鋼工業股份有限公司,"	22318348","_	22318348"
2028,威致鋼鐵工業股份有限公司,"	69771636","_	69771636"
2029,盛餘股份有限公司,"	79837539","_	79837539"
2030,彰源企業股份有限公司,"	60330130","_	60330130"
2031,新光鋼鐵股份有限公司,"	35836625","_	35836625"
2032,新鋼工業股份有限公司,"	34008635","_	34008635"
2033,佳大世界股份有限公司,"	72072615","_	72072615"
2034,允強實業股份有限公司,"	59068700","_	59068700"
2035,唐榮鐵工廠股份有限公司,"	75460005","_	75460005"
2038,海光企業股份有限公司,"	75470524","_	75470524"
2041,燁茂實業股份有限公司,"	76480628","_	76480628"
2043,福光企業股份有限公司,"	73632361","_	73632361"
2048,中龍鋼鐵股份有限公司,"	84613756","_	84613756"
2049,上銀科技股份有限公司,"	23503047","_	23503047"
2056,璋釔鋼鐵廠股份有限公司,"	59315006","_	59315006"
2059,川湖科技股份有限公司,"	22274989","_	22274989"
2060,永發鋼鐵工業股份有限公司,"	35489006","_	35489006"
2061,風青實業股份有限公司,"	89260422","_	89260422"
2062,橋椿金屬股份有限公司,"	59353423","_	59353423"
2063,世鎧精密股份有限公司,"	86637206","_	86637206"
2064,晉椿工業股份有限公司,"	30826319","_	30826319"
2065,世豐螺絲股份有限公司,"	31213886","_	31213886"
2066,世德工業股份有限公司,"	22546808","_	22546808"
2067,嘉鋼精密工業股份有限公司,"	66402912","_	66402912"
2068,優頻科技材料股份有限公司,"	23929418","_	23929418"
2069,運錩鋼鐵股份有限公司,"	22533297","_	22533297"
2070,精湛光學科技股份有限公司,"	89855649","_	89855649"
2071,震南鐵線股份有限公司,"	86540792","_	86540792"
2101,南港輪胎股份有限公司,"	11520909","_	11520909"
2102,泰豐輪胎股份有限公司,"	44721408","_	44721408"
2103,台橡股份有限公司,"	03553737","_	03553737"
2104,國際中橡投資控股股份有限公司,"	04382114","_	04382114"
2105,正新橡膠工業股份有限公司,"	59504506","_	59504506"
2106,建大工業股份有限公司,"	59619900","_	59619900"
2107,厚生股份有限公司,"	03283306","_	03283306"
2108,南帝化學工業股份有限公司,"	12209807","_	12209807"
2109,華豐橡膠工業股份有限公司,"	59760104","_	59760104"
2114,鑫永銓股份有限公司,"	51704734","_	51704734"
2115,六暉控股股份有限公司,"	38773146","_	38773146"
2201,裕隆汽車製造股份有限公司,"	03489200","_	03489200"
2204,中華汽車工業股份有限公司,"	03098415","_	03098415"
2206,三陽工業股份有限公司,"	24004006","_	24004006"
2207,和泰汽車股份有限公司,"	03251108","_	03251108"
2208,台灣國際造船股份有限公司,"	04695235","_	04695235"
2215,匯豐汽車股份有限公司,"	83446817","_	83446817"
2218,高都汽車股份有限公司,"	85961513","_	85961513"
2219,鍾慶科技開發股份有限公司,"	64998780","_	64998780"
2220,南都汽車股份有限公司,"	86120567","_	86120567"
2221,大甲永和機械工業股份有限公司,"	56615319","_	56615319"
2222,桃苗汽車股份有限公司,"	22817885","_	22817885"
2225,國都汽車股份有限公司,"	22663848","_	22663848"
2226,中部汽車股份有限公司,"	22819125","_	22819125"
2227,裕隆日產汽車股份有限公司,"	80032530","_	80032530"
2228,劍麟股份有限公司,"	04359789","_	04359789"
2230,泰茂實業股份有限公司,"	86070187","_	86070187"
2231,為升電裝工業股份有限公司,"	23219346","_	23219346"
2233,宇隆科技股份有限公司,"	22702791","_	22702791"
2235,謚源實業股份有限公司,"	22479934","_	22479934"
2236,百達精密工業股份有限公司,"	42299452","_	42299452"
2237,華德動能科技股份有限公司,"	27579308","_	27579308"
2239,開曼英利工業股份有限公司,"	47423487","_	47423487"
2241,艾姆勒車電股份有限公司,"	53418357","_	53418357"
2243,宏旭控股股份有限公司,"	55996613","_	55996613"
2245,詠勝昌股份有限公司,"	16696080","_	16696080"
2246,凱勝綠能科技股份有限公司,"	53823551","_	53823551"
2247,汎德永業汽車股份有限公司,"	20838245","_	20838245"
2248,華勝汽車電子股份有限公司,"	73676873","_	73676873"
2301,光寶科技股份有限公司,"	23357403","_	23357403"
2302,麗正國際科技股份有限公司,"	04982433","_	04982433"
2303,聯華電子股份有限公司,"	47217677","_	47217677"
2305,全友電腦股份有限公司,"	47226140","_	47226140"
2308,台達電子工業股份有限公司,"	34051920","_	34051920"
2311,日月光半導體製造股份有限公司,"	76027628","_	76027628"
2312,金寶電子工業股份有限公司,"	04370927","_	04370927"
2313,華通電腦股份有限公司,"	04401392","_	04401392"
2314,台揚科技股份有限公司,"	47255762","_	47255762"
2316,楠梓電子股份有限公司,"	76026851","_	76026851"
2317,鴻海精密工業股份有限公司,"	04541302","_	04541302"
2321,東訊股份有限公司,"	47224065","_	47224065"
2323,中環股份有限公司,"	12205020","_	12205020"
2324,仁寶電腦工業股份有限公司,"	21222725","_	21222725"
2325,矽品精密工業股份有限公司,"	55991080","_	55991080"
2327,國巨股份有限公司,"	22636630","_	22636630"
2328,廣宇科技股份有限公司,"	03546618","_	03546618"
2329,華泰電子股份有限公司,"	89004161","_	89004161"
2330,台灣積體電路製造股份有限公司,"	22099131","_	22099131"
2331,精英電腦股份有限公司,"	22449566","_	22449566"
2332,友訊科技股份有限公司,"	22099189","_	22099189"
2337,旺宏電子股份有限公司,"	22099548","_	22099548"
2338,台灣光罩股份有限公司,"	22099408","_	22099408"
2340,光磊科技股份有限公司,"	47255947","_	47255947"
2342,台灣茂矽電子股份有限公司,"	22099110","_	22099110"
2344,華邦電子股份有限公司,"	22099218","_	22099218"
2345,智邦科技股份有限公司,"	22099287","_	22099287"
2347,聯強國際股份有限公司,"	23060541","_	23060541"
2348,海悅國際開發股份有限公司,"	22624873","_	22624873"
2349,錸德科技股份有限公司,"	23218873","_	23218873"
2351,順德工業股份有限公司,"	58506816","_	58506816"
2352,佳世達科技股份有限公司,"	12490306","_	12490306"
2353,宏碁股份有限公司,"	20828393","_	20828393"
2354,鴻準精密工業股份有限公司,"	23707801","_	23707801"
2355,敬鵬工業股份有限公司,"	43816068","_	43816068"
2356,英業達股份有限公司,"	04322046","_	04322046"
2357,華碩電腦股份有限公司,"	23638777","_	23638777"
2358,廷鑫興業股份有限公司,"	22447526","_	22447526"
2359,所羅門股份有限公司,"	23640801","_	23640801"
2360,致茂電子股份有限公司,"	09461025","_	09461025"
2362,藍天電腦股份有限公司,"	09424319","_	09424319"
2363,矽統科技股份有限公司,"	22099202","_	22099202"
2364,倫飛電腦實業股份有限公司,"	79883646","_	79883646"
2365,昆盈企業股份有限公司,"	05141520","_	05141520"
2367,燿華電子股份有限公司,"	05637971","_	05637971"
2368,金像電子股份有限公司,"	30955404","_	30955404"
2369,菱生精密工業股份有限公司,"	55625676","_	55625676"
2371,大同股份有限公司,"	11026506","_	11026506"
2373,震旦行股份有限公司,"	03568400","_	03568400"
2374,佳能企業股份有限公司,"	11394902","_	11394902"
2375,智寶電子股份有限公司,"	34230543","_	34230543"
2376,技嘉科技股份有限公司,"	22044755","_	22044755"
2377,微星科技股份有限公司,"	22178368","_	22178368"
2379,瑞昱半導體股份有限公司,"	22671299","_	22671299"
2380,虹光精密工業股份有限公司,"	22099759","_	22099759"
2382,廣達電腦股份有限公司,"	22822281","_	22822281"
2383,台光電子材料股份有限公司,"	86521351","_	86521351"
2384,勝華科技股份有限公司,"	22100398","_	22100398"
2385,群光電子股份有限公司,"	20954200","_	20954200"
2387,精元電腦股份有限公司,"	86244265","_	86244265"
2388,威盛電子股份有限公司,"	86870786","_	86870786"
2390,云辰電子開發股份有限公司,"	34412092","_	34412092"
2392,正崴精密工業股份有限公司,"	22223510","_	22223510"
2393,億光電子工業股份有限公司,"	34516147","_	34516147"
2395,研華股份有限公司,"	05155853","_	05155853"
2396,精碟科技股份有限公司,"	23826861","_	23826861"
2397,友通資訊股份有限公司,"	30950652","_	30950652"
2399,映泰股份有限公司,"	23826200","_	23826200"
2401,凌陽科技股份有限公司,"	23821182","_	23821182"
2402,毅嘉科技股份有限公司,"	23588039","_	23588039"
2404,漢唐集成股份有限公司,"	20938096","_	20938096"
2405,浩鑫股份有限公司,"	20980880","_	20980880"
2406,國碩科技工業股份有限公司,"	97178376","_	97178376"
2408,南亞科技股份有限公司,"	89390656","_	89390656"
2409,友達光電股份有限公司,"	84149738","_	84149738"
2412,中華電信股份有限公司,"	96979933","_	96979933"
2413,環隆科技股份有限公司,"	52878846","_	52878846"
2414,精技電腦股份有限公司,"	12215548","_	12215548"
2415,錩新科技股份有限公司,"	44913118","_	44913118"
2417,圓剛科技股份有限公司,"	23611974","_	23611974"
2419,仲琦科技股份有限公司,"	22029190","_	22029190"
2420,新巨企業股份有限公司,"	20970807","_	20970807"
2421,建準電機工業股份有限公司,"	81448796","_	81448796"
2423,固緯電子實業股份有限公司,"	04735004","_	04735004"
2424,隴華電子股份有限公司,"	04926876","_	04926876"
2425,承啟科技股份有限公司,"	22332192","_	22332192"
2426,鼎元光電科技股份有限公司,"	22434156","_	22434156"
2427,三商電腦股份有限公司,"	31275691","_	31275691"
2428,興勤電子工業股份有限公司,"	83639504","_	83639504"
2429,銘旺科技股份有限公司,"	12206203","_	12206203"
2430,燦坤實業股份有限公司,"	69568009","_	69568009"
2431,聯昌電子企業股份有限公司,"	35568331","_	35568331"
2433,互盛股份有限公司,"	12516241","_	12516241"
2434,統懋半導體股份有限公司,"	22404266","_	22404266"
2436,偉詮電子股份有限公司,"	22099499","_	22099499"
2438,翔耀實業股份有限公司,"	12364770","_	12364770"
2439,美律實業股份有限公司,"	52375605","_	52375605"
2440,太空梭高傳真資訊科技股份有限公司,"	01887370","_	01887370"
2441,超豐電子股份有限公司,"	05126366","_	05126366"
2442,新美齊股份有限公司,"	22006274","_	22006274"
2443,新利虹科技股份有限公司,"	97165506","_	97165506"
2444,兆勁科技股份有限公司,"	89549446","_	89549446"
2448,晶元光電股份有限公司,"	84149786","_	84149786"
2449,京元電子股份有限公司,"	22507241","_	22507241"
2450,神腦國際企業股份有限公司,"	12228473","_	12228473"
2451,創見資訊股份有限公司,"	23446187","_	23446187"
2453,凌群電腦股份有限公司,"	04967550","_	04967550"
2454,聯發科技股份有限公司,"	84149961","_	84149961"
2455,全新光電科技股份有限公司,"	97170472","_	97170472"
2456,奇力新電子股份有限公司,"	47006693","_	47006693"
2457,飛宏科技股份有限公司,"	30435973","_	30435973"
2458,義隆電子股份有限公司,"	84149224","_	84149224"
2459,敦吉科技股份有限公司,"	20863763","_	20863763"
2460,建通精密工業股份有限公司,"	84433564","_	84433564"
2461,光群雷射科技股份有限公司,"	22099322","_	22099322"
2462,台灣良得電子股份有限公司,"	04877657","_	04877657"
2464,盟立自動化股份有限公司,"	22099478","_	22099478"
